124.83, 0.00, 124.83, 0.00, 
131.20, 1.00, 131.20, 1.00, 
137.60, 1.00, 137.60, 3.00, 
144.00, 2.00, 113.19, 5.00, 
119.59, 4.00, 118.00, 7.00, 
124.40, 5.00, 91.99, 9.00, 
129.20, 7.00, 95.20, 10.00, 
134.00, 7.00, 98.40, 11.00, 
107.99, 8.00, 70.79, 13.00, 
111.20, 9.00, 72.40, 13.00, 
114.40, 9.00, 74.00, 13.00, 
117.60, 9.00, 75.60, 14.00, 
120.80, 10.00, 77.20, 14.00, 
124.00, 10.00, 78.80, 15.00, 
127.20, 10.00, 80.40, 15.00, 
130.40, 11.00, 51.19, 16.00, 
102.79, 12.00, 82.01, 15.00, 
135.21, 11.00, 52.79, 16.00, 
138.40, 11.00, 52.80, 16.00, 
110.79, 12.00, 52.80, 16.00, 
112.40, 12.00, 52.80, 16.00, 
114.00, 12.00, 52.80, 16.00, 
146.41, 11.00, 83.61, 15.00, 
118.79, 12.00, 54.39, 16.00, 
120.40, 12.00, 54.40, 16.00, 
122.00, 12.00, 85.21, 15.00, 
123.60, 12.00, 55.99, 16.00, 
125.20, 13.00, 56.00, 16.00, 
126.80, 12.00, 56.00, 16.00, 
128.40, 12.00, 86.81, 15.00, 
130.00, 12.00, 57.59, 16.00, 
131.60, 13.00, 57.60, 16.00, 
133.20, 13.00, 57.60, 16.00, 
134.80, 13.00, 57.60, 16.00, 
136.40, 13.00, 88.41, 15.00, 
138.00, 14.00, 59.19, 16.00, 
139.60, 15.00, 59.20, 16.00, 
141.20, 14.00, 90.01, 15.00, 
142.80, 15.00, 60.79, 16.00, 
113.59, 16.00, 60.80, 16.00, 
113.60, 16.00, 91.61, 15.00, 
113.60, 17.00, 62.39, 16.00, 
113.60, 17.00, 62.40, 16.00, 
113.60, 17.00, 93.21, 15.00, 
113.60, 18.00, 94.80, 15.00, 
113.60, 19.00, 96.40, 15.00, 
82.79, 20.00, 98.00, 15.00, 
112.01, 19.00, 99.60, 14.00, 
81.19, 21.00, 101.20, 15.00, 
79.60, 20.00, 102.80, 14.00, 
78.00, 21.00, 104.40, 13.00, 
76.40, 20.00, 106.00, 12.00, 
105.61, 19.00, 138.41, 11.00, 
74.79, 20.00, 110.79, 12.00, 
73.20, 20.00, 143.21, 10.00, 
102.41, 19.00, 146.40, 10.00, 
102.40, 19.00, 149.60, 11.00, 
102.40, 19.00, 152.80, 11.00, 
102.40, 19.00, 156.00, 10.00, 
102.40, 19.00, 128.39, 12.00, 
102.40, 18.00, 160.81, 10.00, 
102.40, 18.00, 164.00, 10.00, 
102.40, 17.00, 167.20, 11.00, 
102.40, 17.00, 139.59, 13.00, 
102.40, 16.00, 172.01, 11.00, 
133.21, 15.00, 175.20, 11.00, 
134.80, 15.00, 147.59, 12.00, 
136.40, 15.00, 180.01, 11.00, 
107.19, 16.00, 183.20, 11.00, 
138.01, 15.00, 155.59, 13.00, 
139.60, 15.00, 157.20, 13.00, 
110.39, 16.00, 189.61, 11.00, 
141.21, 15.00, 161.99, 12.00, 
142.80, 15.00, 163.60, 13.00, 
144.40, 15.00, 165.20, 12.00, 
146.00, 15.00, 197.61, 11.00, 
116.79, 16.00, 169.99, 13.00, 
147.61, 15.00, 171.60, 15.00, 
149.20, 14.00, 173.20, 14.00, 
150.80, 14.00, 174.80, 14.00, 
152.40, 15.00, 176.40, 13.00, 
154.00, 14.00, 178.00, 14.00, 
155.60, 14.00, 179.60, 14.00, 
157.20, 14.00, 181.20, 14.00, 
158.80, 14.00, 182.80, 14.00, 
160.40, 14.00, 184.40, 14.00, 
162.00, 15.00, 186.00, 15.00, 
163.60, 14.00, 156.79, 16.00, 
165.20, 15.00, 187.61, 15.00, 
166.80, 14.00, 189.20, 14.00, 
168.40, 15.00, 190.80, 15.00, 
170.00, 15.00, 161.59, 17.00, 
171.60, 15.00, 161.60, 16.00, 
173.20, 15.00, 192.41, 15.00, 
174.80, 15.00, 194.00, 15.00, 
176.40, 14.00, 164.79, 18.00, 
178.00, 14.00, 164.80, 16.00, 
179.60, 14.00, 195.61, 15.00, 
181.20, 13.00, 197.20, 15.00, 
182.80, 13.00, 198.80, 15.00, 
